id,extra_features_lst,extra_features_count,abs,airbags,airconditioning,alarm,alloywheels,am/fmradio,analogeaircondition,anti-theftsystem,aux,backpowerwindows,bluetooth,cassetteradio,cdchanger,cdplayer,centrallock,closingmirrors,cruisecontrol,driverairbag,dvdplayer,ebd,electricchairs,electricmirrors,electronicwindow,eps,esp,fabricbrushes,foglight,foglights,frontpowerwindows,frontsensors,gps,intelligentparkingsystem,keyless,leatherseats,multifunction,navigationsystem,off-roadtyres,passengerairbag,powerlocks,powermirrors,powerseats,powersteering,powerwindows,premiumwheels/rims,rearcamera,rearspoiler,rearviewcamera,roofrack,sensors,sideairbag,startengine,steptronic,sunroof,tintedglass,touchactivateddoorlock,touchscreen,tractioncontrol,usb
60,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'sensors' 'powerlocks'
 'powermirrors' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'touchscreen' 'usb']",20,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
61,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'leatherseats'
 'navigationsystem' 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'roofrack' 'sunroof' 'touchscreen' 'usb']",26,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
62,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'powerlocks' 'powermirrors'
 'powersteering' 'powerwindows']",14,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,['abs' 'airconditioning' 'am/fmradio' 'aux' 'powerwindows'],5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,['abs' 'airconditioning' 'airbags' 'am/fmradio' 'aux' 'foglights'],6,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'ebd'
 'foglights' 'off-roadtyres' 'powerlocks' 'powermirrors' 'powersteering'
 'powerwindows' 'usb']",14,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'foglights'
 'powerlocks' 'powermirrors' 'powersteering' 'powerwindows']",11,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"['abs' 'airconditioning' 'airbags' 'am/fmradio' 'aux' 'cruisecontrol'
 'powerlocks' 'powermirrors' 'powersteering' 'powerwindows']",10,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"['abs' 'airconditioning' 'airbags' 'am/fmradio' 'aux' 'foglights'
 'leatherseats' 'powerlocks' 'powermirrors' 'powerwindows' 'usb']",11,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,"['airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'foglights' 'leatherseats' 'off-roadtyres' 'powerlocks' 'powermirrors'
 'powersteering' 'powerwindows' 'premiumwheels/rims' 'usb']",15,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'powermirrors' 'powerlocks' 'powersteering' 'powerwindows']",11,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,['abs' 'airconditioning' 'am/fmradio' 'aux' 'powerlocks' 'usb'],6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,['abs' 'airbags' 'aux' 'bluetooth' 'cruisecontrol' 'foglights'],6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"['closingmirrors' 'airconditioning' 'keyless' 'sunroof' 'powersteering'
 'electricmirrors' 'tintedglass' 'frontpowerwindows' 'backpowerwindows'
 'cassetteradio' 'cdchanger' 'aux' 'multifunction' 'dvdplayer' 'usb'
 'cdplayer' 'bluetooth' 'sensors' 'eps' 'driverairbag' 'anti-theftsystem'
 'ebd' 'passengerairbag' 'abs' 'frontsensors' 'alarm' 'foglight'
 'centrallock' 'rearcamera' 'gps' 'alloywheels' 'cruisecontrol']",32,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
79,"['closingmirrors' 'airconditioning' 'keyless' 'sunroof' 'powersteering'
 'intelligentparkingsystem' 'electricmirrors' 'backpowerwindows'
 'tintedglass' 'frontpowerwindows' 'cdplayer' 'bluetooth' 'multifunction'
 'cassetteradio' 'cdchanger' 'aux' 'dvdplayer' 'usb' 'frontsensors'
 'sensors' 'eps' 'driverairbag' 'ebd' 'passengerairbag' 'abs'
 'anti-theftsystem' 'alarm' 'foglight' 'centrallock' 'rearcamera' 'gps'
 'alloywheels' 'rearspoiler' 'cruisecontrol']",34,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
80,"['electricmirrors' 'intelligentparkingsystem' 'keyless' 'closingmirrors'
 'leatherseats' 'powersteering' 'airconditioning' 'tintedglass'
 'frontpowerwindows' 'backpowerwindows' 'usb' 'cdplayer' 'bluetooth'
 'multifunction' 'aux' 'driverairbag' 'anti-theftsystem' 'passengerairbag'
 'ebd' 'sensors' 'abs' 'rearspoiler' 'alarm' 'rearcamera' 'foglight'
 'alloywheels' 'startengine' 'centrallock']",28,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
81,"['electricmirrors' 'airconditioning' 'powersteering' 'keyless'
 'touchscreen' 'frontpowerwindows' 'backpowerwindows' 'tintedglass'
 'multifunction' 'aux' 'ebd' 'passengerairbag' 'abs' 'anti-theftsystem'
 'driverairbag' 'centrallock' 'alloywheels' 'rearspoiler' 'foglight'
 'alarm' 'rearcamera']",21,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
82,"['closingmirrors' 'leatherseats' 'airconditioning' 'powersteering'
 'intelligentparkingsystem' 'keyless' 'electricmirrors'
 'frontpowerwindows' 'backpowerwindows' 'tintedglass' 'dvdplayer'
 'bluetooth' 'multifunction' 'aux' 'usb' 'anti-theftsystem' 'frontsensors'
 'passengerairbag' 'sensors' 'eps' 'sideairbag' 'abs' 'ebd' 'driverairbag'
 'alloywheels' 'alarm' 'foglight' 'centrallock' 'rearcamera' 'gps'
 'rearspoiler' 'cruisecontrol']",32,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
85,"['airconditioning' 'powersteering' 'keyless' 'touchscreen'
 'electricmirrors' 'tintedglass' 'frontpowerwindows' 'backpowerwindows'
 'multifunction' 'aux' 'anti-theftsystem' 'driverairbag' 'ebd'
 'passengerairbag' 'abs' 'alarm' 'rearcamera' 'centrallock' 'alloywheels'
 'rearspoiler' 'foglight']",21,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
86,"['airconditioning' 'keyless' 'powersteering' 'touchscreen'
 'electricmirrors' 'leatherseats' 'tintedglass' 'frontpowerwindows'
 'backpowerwindows' 'aux' 'usb' 'bluetooth' 'multifunction' 'sensors'
 'esp' 'driverairbag' 'ebd' 'passengerairbag' 'anti-theftsystem' 'abs'
 'rearcamera' 'foglight' 'startengine' 'alarm' 'centrallock' 'rearspoiler'
 'alloywheels']",27,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1
87,"['electricmirrors' 'powersteering' 'airconditioning' 'frontpowerwindows'
 'backpowerwindows' 'aux' 'cdplayer' 'ebd' 'driverairbag'
 'passengerairbag' 'abs']",11,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"['touchscreen' 'electricmirrors' 'airconditioning' 'leatherseats'
 'keyless' 'powersteering' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'multifunction' 'aux' 'cdplayer' 'passengerairbag' 'ebd'
 'abs' 'driverairbag' 'anti-theftsystem' 'alarm' 'alloywheels'
 'rearcamera' 'centrallock' 'rearspoiler' 'foglight']",23,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
90,"['airconditioning' 'electricmirrors' 'keyless' 'closingmirrors'
 'leatherseats' 'intelligentparkingsystem' 'powersteering'
 'backpowerwindows' 'tintedglass' 'frontpowerwindows' 'aux' 'usb'
 'multifunction' 'bluetooth' 'anti-theftsystem' 'frontsensors' 'sensors'
 'driverairbag' 'passengerairbag' 'eps' 'ebd' 'sideairbag' 'abs'
 'centrallock' 'alarm' 'foglight' 'alloywheels' 'rearcamera' 'rearspoiler'
 'cruisecontrol']",30,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
92,"['keyless' 'airconditioning' 'frontpowerwindows' 'backpowerwindows'
 'cassetteradio' 'cdchanger' 'foglight' 'alarm']",8,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"['fabricbrushes' 'airconditioning' 'powersteering' 'keyless'
 'electricmirrors' 'closingmirrors' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'aux' 'cassetteradio' 'usb' 'multifunction' 'cdplayer'
 'bluetooth' 'abs' 'eps' 'ebd' 'sensors' 'driverairbag' 'anti-theftsystem'
 'passengerairbag' 'sideairbag' 'alarm' 'foglight' 'cruisecontrol'
 'centrallock' 'alloywheels']",28,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
94,"['intelligentparkingsystem' 'electricmirrors' 'airconditioning'
 'closingmirrors' 'keyless' 'leatherseats' 'powersteering'
 'frontpowerwindows' 'backpowerwindows' 'tintedglass' 'aux' 'usb'
 'bluetooth' 'multifunction' 'cdplayer' 'ebd' 'abs' 'anti-theftsystem'
 'sensors' 'driverairbag' 'passengerairbag' 'rearspoiler' 'foglight'
 'alarm' 'centrallock' 'alloywheels']",26,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
95,"['airconditioning' 'keyless' 'electricmirrors' 'fabricbrushes'
 'powersteering' 'backpowerwindows' 'frontpowerwindows' 'aux'
 'cassetteradio' 'dvdplayer' 'cdplayer' 'multifunction' 'sensors'
 'driverairbag' 'anti-theftsystem' 'passengerairbag' 'abs' 'powerseats'
 'centrallock' 'foglight' 'alarm']",21,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,"['aux' 'abs' 'analogeaircondition' 'powermirrors' 'electronicwindow'
 'airbags']",6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,['aux' 'abs' 'bluetooth' 'analogeaircondition' 'powermirrors' 'airbags'],6,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"['aux' 'abs' 'bluetooth' 'analogeaircondition' 'sensors' 'powermirrors'
 'electronicwindow' 'airbags']",8,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,"['keyless' 'aux' 'abs' 'bluetooth' 'usb' 'analogeaircondition' 'sensors'
 'powermirrors' 'electronicwindow' 'airbags']",10,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
